CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS WARRINGTON CCG;The Eric Moore Partnership;677; 4 916,00;349;888; 6 830,00
NHS WARRINGTON CCG;The Lakeside Surgery; 3 123,00; 2 861,00;278; 1 017,00; 7 279,00
NHS WARRINGTON CCG;Westbrook Medical Centre;208; 2 077,00;72;490; 2 847,00
NHS WARWICKSHIRE N CCG;Adult Ld Comm Services NW;0;28;0;0;27
NHS WARWICKSHIRE N CCG;Arbury Medical Centre; 1 336,00; 1 445,00;147;187; 3 115,00
NHS WARWICKSHIRE N CCG;Bulkington Surgery; 2 633,00;797; 1 911,00; 2 228,00; 7 569,00
NHS WARWICKSHIRE N CCG;Camp Hill GP Led Health Centre;228;509;0;62;799
NHS WARWICKSHIRE N CCG;Camp Hill Surgery; 1 175,00; 2 386,00;4;450; 4 015,00
NHS WARWICKSHIRE N CCG;Chancery Lane Surgery;500;0;34;168;702
NHS WARWICKSHIRE N CCG;Chapel End Surgery;126;896;160;0; 1 182,00
NHS WARWICKSHIRE N CCG;Chaucer Surgery;284; 1 071,00;499;309; 2 163,00
NHS WARWICKSHIRE N CCG;Dr Chaudhuri's Practice;0;699;16;0;715
NHS WARWICKSHIRE N CCG;Dr Reily & Partners;894; 1 984,00;818; 2 381,00; 6 077,00
NHS WARWICKSHIRE N CCG;Dr Singh & Partners;465; 4 108,00;504; 2 589,00; 7 666,00
NHS WARWICKSHIRE N CCG;Hazelwood Group Practice; 2 785,00; 1 933,00;314;835; 5 867,00
NHS WARWICKSHIRE N CCG;Leicester Road;0;0;0;0;0
NHS WARWICKSHIRE N CCG;Leicester Road Surgery;250; 1 215,00;12;549; 2 026,00
NHS WARWICKSHIRE N CCG;Manor Court Surgery;664; 8 478,00;233; 2 766,00; 12 141,00
NHS WARWICKSHIRE N CCG;Medical Centre;0; 2 986,00;0;341; 3 327,00
NHS WARWICKSHIRE N CCG;Mirah Day Hospital;0;192;0;63;255
NHS WARWICKSHIRE N CCG;North Warwickshire Crht;0;345;0;10;355
NHS WARWICKSHIRE N CCG;Nw Early Intervention;0;36;0;0;36
NHS WARWICKSHIRE N CCG;Oakwood Day Hospital;0;261;0;10;271
NHS WARWICKSHIRE N CCG;Old Mill Surgery; 1 875,00; 3 375,00; 1 456,00; 1 731,00; 8 437,00
NHS WARWICKSHIRE N CCG;Pear Tree Surgery; 2 752,00; 6 494,00; 1 912,00; 3 238,00; 14 396,00
NHS WARWICKSHIRE N CCG;Polesworth & Dordon Group Practice; 1 797,00; 1 728,00;628; 2 340,00; 6 493,00
NHS WARWICKSHIRE N CCG;Queens Road Surgery;100;398;138;869; 1 505,00
NHS WARWICKSHIRE N CCG;Red Roofs Surgery; 3 007,00; 14 127,00;345; 1 494,00; 18 973,00
NHS WARWICKSHIRE N CCG;Riversley Road Surgery; 1 408,00;238;8;328; 1 982,00
NHS WARWICKSHIRE N CCG;Rugby Road Surgery;601;150;24;392; 1 167,00
NHS WARWICKSHIRE N CCG;Satis House; 1 150,00;584;4;243; 1 981,00
NHS WARWICKSHIRE N CCG;Spring Hill Medical Centre; 2 045,00; 4 361,00; 1 080,00; 1 923,00; 9 409,00
NHS WARWICKSHIRE N CCG;Station Street Surgery;0; 1 798,00;0; 1 051,00; 2 849,00
NHS WARWICKSHIRE N CCG;Stockingford Medical Centre;684; 1 924,00;11;0; 2 619,00
NHS WARWICKSHIRE N CCG;The Atherstone Surgery; 7 069,00; 5 292,00; 5 732,00; 4 194,00; 22 287,00
NHS WARWICKSHIRE N CCG;The Chaucers Surgery;0;0;0;0;0
NHS WARWICKSHIRE N CCG;The Grange Medical Centre;817; 1 524,00; 1 288,00;531; 4 160,00
NHS WARWICKSHIRE N CCG;The Old Cole House Practice;76;780;287;156; 1 299,00
NHS WARWICKSHIRE N CCG;Warwickshire GP OOH;52;15;114;59;240
NHS WARWICKSHIRE N CCG;Whitestone Surgery;0; 2 720,00;0;307; 3 027,00
NHS WARWICKSHIRE N CCG;Woodlands Surgery;827; 3 124,00;648;586; 5 185,00
NHS WEST CHESHIRE CCG;Boughton Medical Group; 1 721,00; 2 215,00; 2 308,00; 1 776,00; 8 020,00
NHS WEST CHESHIRE CCG;Bunbury Medical Practice;105;0;860;826; 1 791,00
NHS WEST CHESHIRE CCG;Chester Walk In Centre;42;0;127;41;210
NHS WEST CHESHIRE CCG;City Walls Medical Centre; 2 874,00; 4 231,00; 2 342,00; 3 126,00; 12 573,00
NHS WEST CHESHIRE CCG;Farndon Health Centre;63;288;0;60;411
NHS WEST CHESHIRE CCG;Garden Lane Medical Ctr.; 5 532,00; 1 639,00; 1 859,00; 1 698,00; 10 728,00
NHS WEST CHESHIRE CCG;Heath Lane Medical Centre;100;162;76; 2 840,00; 3 178,00
NHS WEST CHESHIRE CCG;Helsby Health Centre;12;450;280;774; 1 516,00
NHS WEST CHESHIRE CCG;Hoole Road Surgery;455;0;19;347;821
NHS WEST CHESHIRE CCG;Hope Farm Medical Centre; 2 419,00; 1 867,00; 1 632,00;620; 6 538,00
NHS WEST CHESHIRE CCG;Hosp.Of The Good Shepherd;386;0;556;0;942
NHS WEST CHESHIRE CCG;Hospital At Home;0;0;138;39;177
NHS WEST CHESHIRE CCG;Kelsall Medical Centre; 1 963,00; 1 170,00;266;552; 3 951,00
NHS WEST CHESHIRE CCG;Lache Health Centre;972; 1 984,00;670; 2 804,00; 6 430,00
NHS WEST CHESHIRE CCG;Laurel Bank Surgery; 2 787,00;434;666; 2 457,00; 6 344,00
NHS WEST CHESHIRE CCG;Neston Medical Centre;464; 1 652,00; 1 882,00; 1 687,00; 5 685,00
NHS WEST CHESHIRE CCG;Neston Surgery; 2 613,00;616; 2 977,00; 2 393,00; 8 599,00
NHS WEST CHESHIRE CCG;Northgate Street Med Ctre;722;0;172;791; 1 685,00
NHS WEST CHESHIRE CCG;Northgate Village Surgery; 1 907,00; 1 612,00; 1 363,00; 1 703,00; 6 585,00
NHS WEST CHESHIRE CCG;Old Hall Surgery;760;14;45; 1 191,00; 2 010,00
NHS WEST CHESHIRE CCG;Park Medical Centre; 2 598,00; 1 058,00; 2 072,00; 1 929,00; 7 657,00
NHS WEST CHESHIRE CCG;St Werburgh's Medical Practice Homeless;0;0;0;9;9
NHS WEST CHESHIRE CCG;Tarporley Health Centre;113; 3 555,00;315; 1 369,00; 5 352,00
NHS WEST CHESHIRE CCG;The Elms Medical Centre;614; 1 425,00; 1 427,00; 1 153,00; 4 619,00
NHS WEST CHESHIRE CCG;The Great Sutton Med.Ctr. (Blue);439;522; 2 862,00; 1 733,00; 5 556,00
NHS WEST CHESHIRE CCG;The Great Sutton Med.Ctr. (Green); 1 077,00;102;100;625; 1 904,00
NHS WEST CHESHIRE CCG;The Great Sutton Med.Ctr. (Red); 4 856,00;784; 2 911,00; 4 977,00; 13 528,00
NHS WEST CHESHIRE CCG;The Handbridge Med.Ctr.;88; 1 983,00;560;390; 3 021,00
NHS WEST CHESHIRE CCG;The Health Centre;25;0;295; 1 079,00; 1 399,00
NHS WEST CHESHIRE CCG;The Knoll;803; 1 104,00; 1 048,00; 3 746,00; 6 701,00
NHS WEST CHESHIRE CCG;The Rock Surgery;186; 1 342,00;719; 1 402,00; 3 649,00
NHS WEST CHESHIRE CCG;The Rookery Surgery;780;734; 2 480,00;304; 4 298,00
NHS WEST CHESHIRE CCG;The Willaston Surgery; 7 538,00; 1 428,00;72;298; 9 336,00
NHS WEST CHESHIRE CCG;Upton Village Surgery;799; 1 266,00;543; 1 497,00; 4 105,00
NHS WEST CHESHIRE CCG;Western Ave Medical Ctre; 1 965,00; 1 641,00; 2 484,00; 1 954,00; 8 044,00
NHS WEST CHESHIRE CCG;Western Cheshire GP Out Of Hours Service;142;6;73;19;240
NHS WEST CHESHIRE CCG;Westminster Surgery;0;100;76;80;256
NHS WEST CHESHIRE CCG;Whitby Group Practice Surgery (Black);64;360;530;487; 1 441,00
NHS WEST CHESHIRE CCG;Whitby Group Practice Surgery (Green); 1 146,00; 1 747,00;552;934; 4 379,00
NHS WEST CHESHIRE CCG;Whitby Group Practice Surgery (Red);725;108;391; 1 593,00; 2 817,00
NHS WEST CHESHIRE CCG;York Road Group Practice; 10 359,00; 1 107,00; 2 542,00; 1 043,00; 15 051,00
NHS WEST ESSEX CCG;Abridge Surgery; 1 146,00;0;62;351; 1 559,00
NHS WEST ESSEX CCG;Addison House - Haque Practice;452;886; 2 462,00;197; 3 997,00
NHS WEST ESSEX CCG;Angel Lane Surgery; 1 668,00;948; 1 891,00; 1 108,00; 5 615,00
NHS WEST ESSEX CCG;Barbara Castle Health Centre;538;802; 1 127,00;595; 3 062,00
NHS WEST ESSEX CCG;Borough Lane Surgery;0;822;33;79;934
NHS WEST ESSEX CCG;Chigwell Medical Centre; 1 224,00;168;339; 1 580,00; 3 311,00
NHS WEST ESSEX CCG;Church Langley Medical Practice;53; 1 138,00;260;249; 1 700,00
NHS WEST ESSEX CCG;Elsenham Surgery;666;266;6;694; 1 632,00
NHS WEST ESSEX CCG;Forest Practice;19; 1 506,00; 3 856,00;231; 5 612,00
NHS WEST ESSEX CCG;High Road Loughton;592;90;947;247; 1 876,00
NHS WEST ESSEX CCG;High Street Surgery Epping;567;520;399;373; 1 859,00
NHS WEST ESSEX CCG;John Tasker House Surgery; 1 230,00; 1 934,00; 1 032,00;984; 5 180,00
NHS WEST ESSEX CCG;Keyhealth Medical Centre; 1 281,00; 1 154,00;24;347; 2 806,00
NHS WEST ESSEX CCG;Kings Medical Centre;54; 1 190,00;849;53; 2 146,00
NHS WEST ESSEX CCG;Lister Medical Centre; 1 186,00; 7 620,00; 1 947,00; 1 325,00; 12 078,00
NHS WEST ESSEX CCG;Loughton Health Centre; 4 160,00; 1 404,00;148;436; 6 148,00
NHS WEST ESSEX CCG;Market Square Surgery;381;975;33;426; 1 815,00
NHS WEST ESSEX CCG;Maynard Court Surgery; 1 587,00; 1 021,00;218;367; 3 193,00
NHS WEST ESSEX CCG;Nazeing Valley Health Cantre;25;0;20;750;795
NHS WEST ESSEX CCG;Newport Surgery;0;36;12;149;197
NHS WEST ESSEX CCG;Nuffield House Health Centre; 1 085,00; 2 965,00; 2 449,00; 1 116,00; 7 615,00
NHS WEST ESSEX CCG;Old Harlow Health Centre;656;426; 1 211,00;538; 2 831,00
NHS WEST ESSEX CCG;Ongar Health Centre; 1 189,00;241; 2 158,00;358; 3 946,00
NHS WEST ESSEX CCG;Osler House Medical Centre;238;702;449;450; 1 839,00
NHS WEST ESSEX CCG;Palmerston Road Surgery;601; 2 390,00; 1 088,00;649; 4 728,00
NHS WEST ESSEX CCG;Pelc GP Out Of Hours;16;0;26;17;59
NHS WEST ESSEX CCG;Rectory Practice; 1 537,00; 4 975,00;444; 1 793,00; 8 749,00
NHS WEST ESSEX CCG;SEPT Community Nursing;25;0;0;0;25
NHS WEST ESSEX CCG;SEPT Rac Epping Forest;0;0;51;0;51
NHS WEST ESSEX CCG;SEPT Respiratory;0;0;0;24;24
NHS WEST ESSEX CCG;St Clare Hospice;551;0;60;0;611
NHS WEST ESSEX CCG;Stansted Surgery;409;924; 1 741,00;404; 3 478,00
NHS WEST ESSEX CCG;Steeple Bumpstead Surgery;312;0;146;873; 1 331,00
NHS WEST ESSEX CCG;Sydenham House Surgery;650; 1 071,00;93;474; 2 288,00
NHS WEST ESSEX CCG;Thaxted Surgery;376; 1 292,00;238; 6 793,00; 8 699,00
NHS WEST ESSEX CCG;The Eden Surgeries;202; 1 842,00;496; 1 280,00; 3 820,00
NHS WEST ESSEX CCG;The Gold Street Surgery; 1 756,00; 5 749,00;157;651; 8 313,00
NHS WEST ESSEX CCG;The Hamilton Practice; 2 188,00; 3 516,00; 1 018,00;319; 7 041,00
NHS WEST ESSEX CCG;The Limes Medical Centre; 3 084,00; 3 105,00; 1 346,00; 4 414,00; 11 949,00
NHS WEST ESSEX CCG;The Ongar Surgery;18;36;117;168;339
NHS WEST ESSEX CCG;The River Surgery;278; 1 573,00;74;0; 1 920,00
NHS WEST ESSEX CCG;The Ross Practice;912;300;203;106; 1 521,00
NHS WEST ESSEX CCG;Traps Hill Surgery;182;453;0;67;702
NHS WEST HAMPSHIRE CCG;Abbey Mead Surgery; 3 533,00; 3 811,00; 6 826,00; 3 554,00; 17 724,00
NHS WEST HAMPSHIRE CCG;Adelaide Medical Centre;645; 5 244,00; 1 301,00; 2 902,00; 10 092,00
NHS WEST HAMPSHIRE CCG;Alma Road Surgery; 3 019,00; 3 007,00; 3 159,00; 1 611,00; 10 796,00
NHS WEST HAMPSHIRE CCG;Alresford Surgery;781;669;774; 1 617,00; 3 841,00
NHS WEST HAMPSHIRE CCG;Archers Practice; 1 233,00; 2 910,00; 1 024,00; 1 141,00; 6 308,00
NHS WEST HAMPSHIRE CCG;Barton Surgery; 2 826,00;747; 6 078,00; 1 103,00; 10 754,00
NHS WEST HAMPSHIRE CCG;Bishops Waltham Surgery; 1 323,00; 1 619,00; 1 259,00; 1 429,00; 5 630,00
NHS WEST HAMPSHIRE CCG;Boyatt Wood Surgery; 1 865,00; 3 083,00;938;846; 6 732,00
NHS WEST HAMPSHIRE CCG;Brendoncare Knightwood;301;0;3;19;323
NHS WEST HAMPSHIRE CCG;Bursledon Surgery; 1 595,00;463; 2 083,00;497; 4 638,00
NHS WEST HAMPSHIRE CCG;Charlton Hill Surgery; 2 324,00; 3 123,00; 1 740,00; 2 110,00; 9 297,00
NHS WEST HAMPSHIRE CCG;Chawton House Surgery; 2 460,00;90;881;294; 3 725,00
NHS WEST HAMPSHIRE CCG;Cornerways Medical Centre; 4 022,00; 2 013,00; 4 609,00; 1 670,00; 12 314,00
NHS WEST HAMPSHIRE CCG;Derry Down Clinic;0;390;147; 1 440,00; 1 977,00
NHS WEST HAMPSHIRE CCG;Dr SJF Goodison And Partners; 4 267,00;714; 1 378,00;70; 6 429,00
NHS WEST HAMPSHIRE CCG;Fordingbridge Surgery; 2 677,00; 2 641,00; 2 189,00;145; 7 652,00
NHS WEST HAMPSHIRE CCG;Forest Gate Surgery; 3 452,00; 4 102,00; 4 530,00; 5 235,00; 17 319,00
NHS WEST HAMPSHIRE CCG;Forestside Medical Practice; 4 107,00; 2 679,00; 2 417,00; 2 182,00; 11 385,00
NHS WEST HAMPSHIRE CCG;Friarsgate Practice; 3 484,00; 1 400,00; 3 547,00; 1 216,00; 9 647,00
NHS WEST HAMPSHIRE CCG;Gratton Surgery; 4 842,00;96; 1 909,00; 1 045,00; 7 892,00
NHS WEST HAMPSHIRE CCG;H-Docs On Call OOH;177;186;59;75;497
NHS WEST HAMPSHIRE CCG;Hedge End Medical Centre; 4 987,00;900; 2 624,00;39; 8 550,00
NHS WEST HAMPSHIRE CCG;Lyndhurst Surgery;517;0; 2 217,00; 2 840,00; 5 574,00
NHS WEST HAMPSHIRE CCG;New Forest Medical Group; 1 602,00;0; 1 016,00;631; 3 249,00
NHS WEST HAMPSHIRE CCG;New Milton Health Centre; 1 580,00; 4 228,00; 1 668,00; 1 227,00; 8 703,00
NHS WEST HAMPSHIRE CCG;Nightingale Surgery;0;0;0;0;0
NHS WEST HAMPSHIRE CCG;North Baddesley Surgery; 1 907,00;643; 1 896,00; 1 302,00; 5 748,00
NHS WEST HAMPSHIRE CCG;Oakhaven Hospice Trust;0;0;4;0;4
NHS WEST HAMPSHIRE CCG;Park Surgery;796;647;732; 8 052,00; 10 227,00
NHS WEST HAMPSHIRE CCG;Parkside Practice; 5 137,00;446; 1 571,00; 1 076,00; 8 230,00
NHS WEST HAMPSHIRE CCG;Red And Green Practice; 8 176,00; 2 371,00; 3 211,00; 2 160,00; 15 918,00
NHS WEST HAMPSHIRE CCG;Ringwood Medical Centre; 2 222,00; 1 604,00; 2 594,00;170; 6 590,00
NHS WEST HAMPSHIRE CCG;Shepherds Spring Medical Centre; 6 651,00; 3 642,00; 2 245,00;568; 13 106,00
NHS WEST HAMPSHIRE CCG;Southern Rehabilitation Team;12;0;0;0;12
NHS WEST HAMPSHIRE CCG;St Clements Partnership; 2 417,00; 4 911,00; 3 960,00; 2 129,00; 13 417,00
NHS WEST HAMPSHIRE CCG;St Lukes Surgery; 4 341,00;282;721;809; 6 153,00
NHS WEST HAMPSHIRE CCG;St Mary's Surgery; 1 278,00; 3 589,00; 2 508,00; 3 666,00; 11 041,00
NHS WEST HAMPSHIRE CCG;St Paul's Practice; 7 395,00; 5 243,00; 1 543,00; 2 541,00; 16 722,00
NHS WEST HAMPSHIRE CCG;St.Andrew's Surgery;181; 1 284,00; 2 111,00;516; 4 092,00
NHS WEST HAMPSHIRE CCG;Stockbridge Surgery;565;0;554; 1 707,00; 2 826,00
NHS WEST HAMPSHIRE CCG;Stokewood Surgery; 6 219,00; 1 587,00; 2 675,00; 3 900,00; 14 381,00
NHS WEST HAMPSHIRE CCG;Testvale Surgery; 3 224,00; 1 253,00; 2 256,00; 1 156,00; 7 889,00
NHS WEST HAMPSHIRE CCG;The Andover Health Centre Medical Pract; 7 913,00; 2 261,00; 2 221,00; 1 104,00; 13 499,00
NHS WEST HAMPSHIRE CCG;The Arnewood Practice Milton Medical Cen; 5 634,00; 4 416,00; 4 838,00;579; 15 467,00
NHS WEST HAMPSHIRE CCG;The Brownhill Surgery;488; 4 060,00;990;353; 5 891,00
NHS WEST HAMPSHIRE CCG;The Fryern Surgery;176;308; 1 711,00; 2 595,00; 4 790,00
NHS WEST HAMPSHIRE CCG;The Old Anchor Surgery;0;0;0;0;0
NHS WEST HAMPSHIRE CCG;The Practice At Lymington;12;0;0;0;12
NHS WEST HAMPSHIRE CCG;The Watercress Medical Group; 2 818,00;150;554; 3 169,00; 6 691,00
NHS WEST HAMPSHIRE CCG;Totton Health Centre; 5 209,00; 2 532,00; 3 082,00; 2 211,00; 13 034,00
NHS WEST HAMPSHIRE CCG;Twin Oaks Medical Centre;294; 2 392,00;213;48; 2 947,00
NHS WEST HAMPSHIRE CCG;Twyford Surgery;977; 2 150,00; 3 238,00;274; 6 639,00
NHS WEST HAMPSHIRE CCG;Waterfront And Solent Surgery;857; 1 474,00; 2 386,00;306; 5 023,00
NHS WEST HAMPSHIRE CCG;West End Surgery;732; 1 486,00;302;454; 2 974,00
NHS WEST HAMPSHIRE CCG;West Meon Surgery;176;280; 1 034,00; 1 529,00; 3 019,00
NHS WEST HAMPSHIRE CCG;Whitchurch Surgery; 2 186,00;54;635; 1 111,00; 3 986,00
NHS WEST HAMPSHIRE CCG;Wickham Surgery;743;76; 1 684,00;607; 3 110,00
NHS WEST HAMPSHIRE CCG;Wistaria & Milford Surgeries; 7 223,00; 5 516,00; 7 235,00; 2 234,00; 22 208,00
NHS WEST KENT CCG;Abbey Court; 16 374,00; 8 042,00; 2 448,00;75; 26 939,00
NHS WEST KENT CCG;Albion Place Medical Practice; 15 603,00; 14 002,00; 3 899,00; 2 054,00; 35 558,00
NHS WEST KENT CCG;Allington Clinic; 2 039,00;835;553;79; 3 506,00
NHS WEST KENT CCG;Allington Park; 4 139,00;186;167;8; 4 500,00
NHS WEST KENT CCG;Amherst Medical Practice; 3 374,00; 3 116,00; 2 581,00; 1 288,00; 10 359,00
NHS WEST KENT CCG;Aylesford Medical Centre; 6 744,00; 5 214,00;708;94; 12 760,00
NHS WEST KENT CCG;Bearsted; 6 076,00; 4 575,00; 6 290,00; 2 023,00; 18 964,00
NHS WEST KENT CCG;Blackthorn; 1 063,00; 3 912,00; 3 070,00;263; 8 308,00
NHS WEST KENT CCG;Borough Green Medical Practice; 4 802,00; 5 234,00;739;0; 10 775,00
NHS WEST KENT CCG;Bower Mount Medical Practice; 9 122,00; 6 661,00; 2 856,00;100; 18 739,00
NHS WEST KENT CCG;Brewer Street; 17 748,00; 9 567,00;675;308; 28 298,00
NHS WEST KENT CCG;Burrswood Nursing Home;411;0;236;0;647
NHS WEST KENT CCG;Clanricarde Medical Centre; 7 221,00; 4 054,00; 1 724,00;727; 13 726,00
NHS WEST KENT CCG;Cobtree;299;906;915;0; 2 120,00
NHS WEST KENT CCG;Dr Sinha Gc;579;702;30;38; 1 349,00
NHS WEST KENT CCG;Edenbridge Med Practice; 2 933,00; 4 896,00; 3 210,00;292; 11 331,00
NHS WEST KENT CCG;Ent Sevenoaks;0;0;0;0;0
NHS WEST KENT CCG;Grosvenor Medical Centre; 1 456,00; 6 655,00; 2 233,00;259; 10 603,00
NHS WEST KENT CCG;Hadlow Medical Centre; 2 796,00;328; 1 137,00;6; 4 267,00
NHS WEST KENT CCG;Headcorn; 1 540,00; 2 699,00; 4 318,00;689; 9 246,00
NHS WEST KENT CCG;Heart Of Kent Hospice; 1 052,00;0;334;0; 1 386,00
NHS WEST KENT CCG;Hildenborough Medical Group; 2 641,00; 6 469,00; 2 904,00;494; 12 508,00
NHS WEST KENT CCG;Hospice In The Weald;446;0;188;0;634
NHS WEST KENT CCG;Howell Surgery;805; 1 772,00;378;155; 3 110,00
NHS WEST KENT CCG;Integrated Care 24 Limited OOH;176;137;75;69;457
NHS WEST KENT CCG;Kingswood Surgery; 2 656,00; 16 862,00; 1 771,00; 1 296,00; 22 585,00
NHS WEST KENT CCG;Lamberhurst; 1 112,00;432;837; 1 762,00; 4 143,00
NHS WEST KENT CCG;Langley;843;811;893;453; 3 000,00
NHS WEST KENT CCG;Lenham; 7 884,00; 4 669,00; 3 982,00;468; 17 003,00
NHS WEST KENT CCG;Lonsdale Medical Centre; 10 255,00; 5 323,00; 2 903,00; 1 142,00; 19 623,00
NHS WEST KENT CCG;Malling Health Four; 2 122,00; 1 929,00; 1 422,00;288; 5 761,00
NHS WEST KENT CCG;Marden Medical Centre; 1 830,00; 2 380,00;822;0; 5 032,00
NHS WEST KENT CCG;Marsham Street Surgery;0;0;0;0;0
NHS WEST KENT CCG;Mote; 8 589,00; 9 184,00; 3 575,00;0; 21 348,00
NHS WEST KENT CCG;North Ridge Medical Practice; 1 638,00; 2 093,00;26;595; 4 352,00
NHS WEST KENT CCG;Northumberland Court; 3 831,00; 6 396,00; 1 232,00;122; 11 581,00
NHS WEST KENT CCG;Old Parsonage Surgery;180; 1 178,00;4;394; 1 756,00
NHS WEST KENT CCG;Old School;0;0;569;178;747
NHS WEST KENT CCG;Orchard End;224;780;276;0; 1 280,00
NHS WEST KENT CCG;Otford Medical Practice; 1 833,00; 2 639,00;808;495; 5 775,00
NHS WEST KENT CCG;Phoenix Medical Practice; 1 893,00; 1 275,00; 1 627,00;683; 5 478,00
NHS WEST KENT CCG;Rowan Tree Surgery; 5 513,00; 4 033,00;888; 1 085,00; 11 519,00
NHS WEST KENT CCG;Rusthall Medical Practice; 1 282,00; 4 731,00;584;0; 6 597,00
NHS WEST KENT CCG;Snodland Medical Practice; 8 364,00; 4 744,00; 5 087,00;62; 18 257,00
NHS WEST KENT CCG;South Park Medical Practice; 1 042,00; 2 595,00;130;270; 4 037,00
NHS WEST KENT CCG;Speldhurst & Greggswood Medical Group; 7 228,00; 6 176,00; 1 040,00;12; 14 456,00
NHS WEST KENT CCG;St Andrews Medical Centre; 7 163,00; 5 119,00; 1 174,00;524; 13 980,00
NHS WEST KENT CCG;St James Medical Centre; 5 345,00; 6 910,00; 1 420,00;487; 14 162,00
NHS WEST KENT CCG;St John's Medical Practice; 3 536,00; 4 772,00; 1 664,00;370; 10 342,00
NHS WEST KENT CCG;Stockett Lane; 4 053,00; 6 847,00; 1 603,00;215; 12 718,00
NHS WEST KENT CCG;Sutton Valence; 3 436,00; 5 879,00; 2 039,00;384; 11 738,00
NHS WEST KENT CCG;The College Practice; 23 591,00; 13 389,00; 1 824,00;130; 38 934,00
NHS WEST KENT CCG;The Crane; 1 333,00; 2 207,00;544;264; 4 348,00
NHS WEST KENT CCG;The Orchard Medical Centre; 4 918,00;944;875;173; 6 910,00
NHS WEST KENT CCG;The Vine; 6 226,00; 7 005,00; 4 350,00;289; 17 870,00
NHS WEST KENT CCG;Thornhills; 13 637,00; 5 479,00; 4 627,00;620; 24 363,00
NHS WEST KENT CCG;Tonbridge Medical Group; 3 980,00; 10 177,00; 3 739,00;0; 17 896,00
NHS WEST KENT CCG;Town Medical Centre; 1 731,00; 1 294,00; 1 316,00;403; 4 744,00
NHS WEST KENT CCG;Wallis Avenue; 2 520,00; 4 081,00; 1 323,00;71; 7 995,00
NHS WEST KENT CCG;Warders Medical Centre; 6 692,00; 10 171,00; 2 176,00; 2 966,00; 22 005,00
NHS WEST KENT CCG;Waterfield House Surgery; 2 994,00; 5 380,00; 2 428,00;165; 10 967,00
NHS WEST KENT CCG;Wateringbury; 4 096,00; 3 956,00;658; 1 271,00; 9 981,00
NHS WEST KENT CCG;West Malling Group Practice; 4 186,00; 13 163,00; 5 683,00; 1 685,00; 24 717,00
NHS WEST KENT CCG;Westerham Practice; 3 508,00; 6 030,00;647;821; 11 006,00
NHS WEST KENT CCG;Wish Valley;264; 2 001,00; 1 352,00;0; 3 617,00
NHS WEST KENT CCG;Woodlands Health Centre; 3 799,00; 6 928,00; 3 099,00;0; 13 824,00
NHS WEST KENT CCG;Yalding; 2 821,00; 4 177,00; 2 024,00; 1 556,00; 10 578,00
NHS WEST LANCASHIRE CCG;Ashurst Primary Care; 1 685,00;252; 2 779,00;259; 4 975,00
NHS WEST LANCASHIRE CCG;Aughton Surgery;813;108;751;564; 2 236,00
NHS WEST LANCASHIRE CCG;Beacon Primary Care; 4 670,00; 2 168,00; 3 085,00;284; 10 207,00
NHS WEST LANCASHIRE CCG;Burscough Family Practice;275;0;270;0;545
NHS WEST LANCASHIRE CCG;Community Paediatrics;15;0;38;5;58
NHS WEST LANCASHIRE CCG;County Road Surgery;595;420;45;372; 1 432,00
NHS WEST LANCASHIRE CCG;Dr A Bisarya; 3 433,00;766;275;413; 4 887,00
NHS WEST LANCASHIRE CCG;Dr A Littler; 1 508,00;4; 1 059,00;120; 2 691,00
NHS WEST LANCASHIRE CCG;Dr J Modha;332;0;394;153;879
NHS WEST LANCASHIRE CCG;Dr Jl Jain; 1 995,00; 1 898,00; 1 596,00;0; 5 489,00
NHS WEST LANCASHIRE CCG;Dr Sk Sur; 1 641,00;630;923;314; 3 508,00
NHS WEST LANCASHIRE CCG;Hall Green Surgery; 2 705,00;430; 3 322,00;538; 6 995,00
NHS WEST LANCASHIRE CCG;Lathom House Surgery;530; 2 000,00; 5 621,00; 1 265,00; 9 416,00
NHS WEST LANCASHIRE CCG;Manor Primary Care; 1 288,00;405;357;0; 2 050,00
NHS WEST LANCASHIRE CCG;Matthew Ryder Clinic; 1 838,00;0;464;0; 2 302,00
NHS WEST LANCASHIRE CCG;North Meols Medical Centre; 1 634,00;959;833;155; 3 581,00
NHS WEST LANCASHIRE CCG;Ormskirk Medical Practice; 7 615,00; 1 092,00; 2 397,00; 1 127,00; 12 231,00
NHS WEST LANCASHIRE CCG;Owls GP OOH Services;346;0;47;12;405
NHS WEST LANCASHIRE CCG;Parbold Surgery; 1 043,00;0; 2 067,00;407; 3 517,00
NHS WEST LANCASHIRE CCG;Parkgate Surgery; 1 000,00;210; 2 987,00; 1 045,00; 5 242,00
NHS WEST LANCASHIRE CCG;Southport & Ormskirk Ico NMPs Wl;67;0;0;0;67
NHS WEST LANCASHIRE CCG;Stanley Court Surgery;377;204; 5 206,00;0; 5 787,00
NHS WEST LANCASHIRE CCG;Tarleton Group Practice; 2 198,00;720; 3 370,00; 1 301,00; 7 589,00
NHS WEST LANCASHIRE CCG;The Elms Practice; 4 018,00;0; 2 348,00;0; 6 366,00
NHS WEST LANCASHIRE CCG;Viran Medical Centre;729;180; 2 524,00;0; 3 433,00
NHS WEST LONDON CCG;Ahmed N Queens Park Health Centre;146;0;0;0;146
NHS WEST LONDON CCG;Barlby Surgery; 1 658,00; 3 309,00;684;117; 5 768,00
